UserID,DeviceType,UsageHoursPerDay,EnergyConsumption,UserPreferences,MalfunctionIncidents,DeviceAgeMonths,SmartHomeEfficiency,Brand
2816,Camera,4,6,1,4,49,0,Olympus
2817,Microwave,7,0,0,4,44,0,Whirlpool
2818,Smart Speaker,3,0,0,0,48,0,Harman Kardon
2819,Camera,4,6,0,3,30,0,Samsung
2820,Fan,1,2,1,4,13,1,Usha
2821,Fan,2,2,0,2,43,0,Bajaj Electricals
2822,Fan,3,7,1,2,47,0,Usha
2823,Vacuum Cleaner,8,1,1,1,29,1,Electrolux
2824,Dishwasher,2,3,0,2,16,0,Fisher & Paykel
2825,Vacuum Cleaner,4,2,0,4,38,0,Bissell
2826,Security System,5,6,1,2,27,1,Larsen & Toubro (L&T) Technology Services
2827,Thermostat,1,7,1,3,26,0,Tado
2828,Lights,4,7,1,1,11,1,Eveready
2829,Fan,6,3,1,3,47,1,Havells
2830,Washing Machine,7,1,1,4,37,1,Panasonic
2831,Security System,5,1,0,4,3,0,Larsen & Toubro (L&T) Technology Services
2832,Induction,5,4,1,2,26,1,Frigidaire
2833,Dishwasher,1,9,0,0,34,0,Miele
2834,Air Conditioner,8,2,1,0,33,1,Mitsubishi Electric
2835,Washing Machine,1,3,0,4,15,0,Siemens
2836,Fan,6,1,1,4,2,1,Crompton Greaves
2837,Fridge,2,6,0,1,28,0,Godrej Appliances
2838,Air Conditioner,7,7,0,4,20,0,Trane
2839,Fridge,6,6,1,4,38,0,Siemens
2840,Fridge,6,9,0,1,44,0,Haier
2841,Washing Machine,2,5,1,3,53,0,Voltas Beko
2842,Fridge,4,1,1,3,16,1,Samsung
2843,Dishwasher,5,3,0,1,46,0,Samsung
2844,Washing Machine,6,7,0,1,4,0,Haier
2845,Security System,1,6,1,3,8,0,Zicom
2846,Smart Speaker,8,5,1,3,44,0,Apple HomePod
2847,Air Conditioner,7,7,1,3,55,0,Samsung
2848,Fan,2,6,0,3,46,0,Havells
2849,Fridge,7,9,0,2,20,0,Godrej Appliances
2850,Washing Machine,4,6,1,1,26,1,Godrej Appliances
2851,Fan,4,8,0,0,32,0,Usha
2852,Thermostat,3,3,0,2,13,0,Ecobee
2853,Washing Machine,5,7,0,0,5,0,Bosch
2854,Camera,6,9,1,0,44,1,Samsung
2855,Air Conditioner,3,4,1,4,42,1,Panasonic
2856,Fridge,5,8,0,1,53,0,LG Electronics
2857,Fridge,6,7,0,2,51,0,Godrej Appliances
2858,Camera,6,1,1,1,13,1,Panasonic
2859,Fan,1,6,0,3,41,0,Usha
2860,Thermostat,7,1,1,1,11,1,Emerson
2861,Camera,4,10,1,0,37,1,Pentax
2862,Camera,2,8,1,3,32,0,Samsung
2863,Lights,2,1,1,1,45,0,Crompton
2864,Smart Speaker,4,1,1,1,42,1,Google Nest
2865,Air Conditioner,7,6,1,0,18,1,Trane
2866,Vacuum Cleaner,3,4,1,3,29,1,Miele
2867,Security System,6,0,0,0,15,1,Matrix Comsec
2868,Lights,1,5,1,1,20,0,Osram
2869,Washing Machine,4,4,0,2,44,0,Siemens
2870,Dishwasher,8,1,0,2,36,0,LG Electronics
2871,Security System,6,8,0,4,5,0,Godrej Security Solutions
2872,Fridge,2,9,1,2,40,0,Hitachi
2873,Washing Machine,4,8,0,3,37,0,Voltas Beko
2874,Camera,2,8,1,4,33,0,Nikon
2875,Lights,3,2,1,3,18,1,Philips
2876,Microwave,6,3,0,2,19,0,Whirlpool
2877,Fridge,6,2,0,2,51,0,Panasonic
2878,Washing Machine,2,8,0,1,32,0,Samsung
2879,Air Conditioner,7,9,0,3,42,0,Carrier
2880,Security System,5,7,1,0,22,1,Matrix Comsec
2881,Fan,3,9,0,1,41,0,Khaitan Electricals
2882,Dishwasher,4,6,0,3,58,0,Samsung
2883,Fridge,5,4,0,4,1,0,Godrej Appliances
2884,Security System,5,4,0,3,54,0,Hikvision India
2885,Fan,4,1,0,4,25,0,Atomberg Technologies
2886,Vacuum Cleaner,4,0,1,4,20,1,Miele
2887,Induction,2,7,1,2,58,0,Samsung
2888,Dishwasher,7,4,1,0,35,1,Bosch
2889,Camera,4,6,0,3,45,0,Canon
2890,Camera,1,6,0,0,6,0,Fujifilm
2891,Fan,6,3,1,4,6,1,Usha
2892,Lights,7,5,1,2,50,1,Syska
2893,Fridge,8,5,1,0,37,1,LG Electronics
2894,Microwave,3,4,1,1,49,1,GE Appliances
2895,Induction,1,8,0,4,57,0,Kenmore
2896,Vacuum Cleaner,4,5,0,1,57,0,Electrolux
2897,Lights,1,6,0,0,3,0,Wipro Lighting
2898,Smart Speaker,7,9,1,0,37,1,Sonos
2899,Fridge,2,9,1,0,31,1,Whirlpool
2900,Lights,2,9,1,3,35,0,GE Lighting
2901,Induction,3,3,0,4,55,0,Fisher & Paykel
2902,Fridge,3,0,0,4,45,0,Haier
2903,Washing Machine,6,3,1,4,15,1,Godrej Appliances
2904,Security System,4,3,0,3,17,0,Dahua Technology India
2905,Fan,2,9,1,0,15,1,Orient Electric
2906,Fridge,2,7,1,0,5,1,LG Electronics
2907,Air Conditioner,4,1,1,1,22,1,Panasonic
2908,Security System,1,1,0,3,46,0,Godrej Security Solutions
2909,Security System,5,2,1,2,11,1,CP Plus
2910,Dishwasher,5,6,1,3,28,1,Whirlpool
2911,Camera,6,7,0,1,14,0,Panasonic
2912,Washing Machine,8,9,1,1,39,0,Panasonic
2913,Dishwasher,7,9,1,1,3,1,Miele
2914,Vacuum Cleaner,8,2,0,0,55,0,Bissell
2915,Thermostat,2,3,1,2,52,0,Lux Products Corporation
2916,Smart Speaker,1,2,1,1,42,0,Google Nest
2917,Fan,3,4,1,4,11,1,Gorilla
2918,Smart Speaker,7,9,0,0,30,0,Sony
2919,Lights,8,6,1,2,38,0,Crompton
2920,Fridge,7,7,1,4,5,1,Hitachi
2921,Lights,1,5,1,2,52,0,Osram
2922,Lights,8,0,0,2,22,0,Wipro Lighting
2923,Fan,3,1,0,4,13,0,Orient Electric
2925,Smart Speaker,4,7,1,2,51,0,Amazon Echo
2926,Washing Machine,1,2,0,3,51,0,Siemens
2927,Lights,4,7,1,2,21,1,Osram
2928,Vacuum Cleaner,3,8,0,4,59,0,Electrolux
2929,Fan,4,4,0,2,37,0,Orient Electric
2930,Smart Speaker,5,7,0,1,25,0,JBL
2931,Fridge,7,4,0,1,52,0,Godrej Appliances
2932,Microwave,5,7,1,2,21,1,Haier
2933,Lights,4,8,0,4,28,0,Osram
2934,Lights,7,10,1,4,41,0,Osram
2935,Lights,7,4,1,0,4,1,Bajaj Electricals
2936,Air Conditioner,1,4,1,4,29,1,Haier
2937,Fridge,4,2,0,3,47,0,Samsung
2938,Washing Machine,2,2,0,2,35,0,Samsung
2939,Washing Machine,1,7,1,1,23,0,IFB
2940,Lights,5,9,0,4,7,0,Havells
2941,Dishwasher,7,4,1,1,56,1,Samsung
2942,Vacuum Cleaner,1,2,0,0,52,0,Shark
2943,Dishwasher,7,3,0,2,52,0,Maytag
2944,Vacuum Cleaner,7,5,1,4,46,1,Electrolux
2945,Thermostat,7,3,0,1,46,0,Tado
2946,Induction,2,2,1,4,9,1,Frigidaire
2947,Dishwasher,7,7,1,0,58,1,Maytag
2948,Washing Machine,3,0,0,1,23,0,Haier
2949,Smart Speaker,4,5,0,1,3,0,Apple HomePod
2950,Air Conditioner,1,8,0,2,9,0,Fujitsu
2951,Washing Machine,1,3,1,2,53,0,Voltas Beko
2952,Washing Machine,6,6,0,1,4,0,IFB
2953,Air Conditioner,4,7,0,2,49,0,LG Electronics
2954,Thermostat,2,7,0,1,25,0,Johnson Controls
2955,Dishwasher,2,5,0,3,6,0,Samsung
2956,Lights,5,4,1,4,48,1,Bajaj Electricals
2958,Fridge,6,8,1,3,18,1,Samsung
2959,Thermostat,1,3,0,4,45,0,Tado
2960,Security System,2,1,0,1,7,0,Hikvision India
2961,Air Conditioner,3,1,0,1,35,0,Trane
2962,Security System,4,1,1,2,31,1,Dahua Technology India
2963,Camera,3,6,1,0,38,1,GoPro
2964,Smart Speaker,3,1,0,1,56,0,Sony
2965,Dishwasher,8,3,1,4,32,1,Miele
2966,Smart Speaker,5,8,1,0,35,1,Apple HomePod
2968,Air Conditioner,4,8,0,4,44,0,Haier
2969,Lights,7,7,0,4,5,0,Surya Roshni
2970,Air Conditioner,3,3,0,0,30,0,Samsung
2971,Air Conditioner,1,7,0,3,22,0,Fujitsu
2972,Thermostat,6,8,0,4,17,0,Ecobee
2973,Thermostat,5,4,1,2,10,1,Ecobee
2974,Vacuum Cleaner,5,2,0,1,7,0,Black+Decker
2975,Smart Speaker,1,5,0,1,4,0,Amazon Echo
2976,Lights,1,9,0,1,42,0,Surya Roshni
2977,Fridge,5,6,0,0,27,0,Godrej Appliances
2978,Dishwasher,2,2,1,2,7,1,Bosch
2979,Vacuum Cleaner,4,7,1,2,23,1,iRobot
2980,Induction,4,4,1,2,11,1,Frigidaire
2981,Washing Machine,2,6,0,2,53,0,Siemens
2982,Lights,8,7,0,2,8,0,Wipro Lighting
2983,Vacuum Cleaner,7,5,1,3,8,1,Eureka
2984,Microwave,6,8,1,2,37,0,Whirlpool
2985,Dishwasher,1,7,0,2,5,0,Samsung
2986,Camera,1,6,0,0,7,0,Leica
2987,Lights,4,2,0,0,22,1,Osram
2988,Washing Machine,1,8,0,2,36,0,Siemens
2989,Dishwasher,8,9,0,3,2,0,Whirlpool
2990,Air Conditioner,1,1,1,2,24,1,Mitsubishi Electric
2991,Induction,4,5,0,2,51,0,Fisher & Paykel
2992,Air Conditioner,3,3,1,2,2,1,Daikin
2993,Camera,5,8,0,4,48,0,Nikon
2994,Washing Machine,1,7,1,3,12,0,Bosch
2995,Vacuum Cleaner,4,1,1,1,47,1,Dyson
2996,Air Conditioner,2,9,1,2,42,0,Carrier
2997,Smart Speaker,7,2,0,1,55,0,Sony
2999,Smart Speaker,7,5,0,2,38,0,Bose
3000,Lights,7,3,1,1,56,1,Wipro Lighting
3001,Microwave,2,2,1,1,45,0,GE Appliances
3002,Microwave,6,2,0,3,6,0,LG Electronics
3004,Smart Speaker,8,6,1,4,2,1,Apple HomePod
3005,Induction,4,1,1,3,26,1,Electrolux
3006,Camera,3,1,1,4,14,1,Nikon
3007,Microwave,3,1,0,2,18,0,LG Electronics
3008,Fan,1,7,1,1,38,0,Anchor Electricals
3009,Induction,8,7,0,3,57,0,Fisher & Paykel
3011,Washing Machine,5,6,1,3,51,0,Samsung
3012,Air Conditioner,4,1,0,0,59,0,Fujitsu
3013,Fan,8,9,1,2,58,0,Havells
3014,Microwave,2,9,0,0,14,0,Bosch
3015,Fridge,4,7,0,3,30,0,Godrej Appliances
3016,Air Conditioner,4,9,0,3,13,0,Daikin
3017,Fridge,6,8,0,4,40,0,Haier
3018,Fridge,1,8,0,0,31,0,Hitachi
3019,Camera,2,6,0,1,37,0,Fujifilm
3020,Lights,2,3,0,2,45,0,GE Lighting
3021,Lights,6,2,1,1,38,1,Surya Roshni
3022,Thermostat,2,3,0,1,22,0,Siemens
3023,Security System,5,6,1,2,59,0,Dahua Technology India
3024,Induction,2,2,1,3,28,1,KitchenAid
3025,Camera,7,3,1,4,58,1,GoPro
3026,Air Conditioner,8,5,0,3,59,0,Samsung
3027,Air Conditioner,4,2,0,3,19,0,Haier
3028,Smart Speaker,3,6,1,0,43,1,Apple HomePod
3029,Fan,2,9,0,1,59,0,Gorilla
3030,Induction,1,8,1,1,16,0,Kenmore
3031,Induction,2,7,1,1,5,0,Samsung
3032,Air Conditioner,5,6,1,4,44,0,Carrier
3033,Thermostat,4,5,0,4,49,0,Nest Labs
3034,Induction,8,2,1,4,2,1,Bosch
3035,Washing Machine,3,9,0,2,10,0,Panasonic
3036,Thermostat,6,3,1,4,47,1,Schneider Electric
3037,Camera,4,1,0,0,19,1,Canon
3038,Smart Speaker,4,8,1,0,20,1,Ultimate Ears
3039,Lights,2,2,0,3,29,0,Philips
3040,Fridge,4,4,1,3,25,1,Hitachi
3041,Dishwasher,4,0,0,3,17,0,KitchenAid
3042,Lights,6,1,0,3,51,0,Havells
3043,Thermostat,8,2,0,0,51,0,Lux Products Corporation
3044,Microwave,3,1,1,3,13,1,Whirlpool
3046,Induction,4,8,1,4,16,1,Fisher & Paykel
3047,Thermostat,4,4,0,4,54,0,Ecobee
3048,Camera,1,9,0,2,53,0,Fujifilm
3049,Camera,6,2,1,3,35,1,Olympus
3050,Induction,8,3,1,4,36,1,GE Appliances
3051,Air Conditioner,8,2,0,4,59,0,Daikin
3052,Thermostat,2,6,1,1,39,0,Siemens
3053,Fan,7,4,0,1,3,0,Bajaj Electricals
3054,Dishwasher,6,6,0,0,9,0,Bosch
3055,Dishwasher,4,8,0,2,40,0,Electrolux
3056,Air Conditioner,4,6,1,1,50,0,Haier
3057,Security System,7,6,0,2,53,0,Larsen & Toubro (L&T) Technology Services
3058,Camera,4,9,1,4,46,0,Fujifilm
3059,Vacuum Cleaner,3,3,0,0,52,0,Hoover
3060,Fridge,4,4,1,2,29,1,Whirlpool
3061,Air Conditioner,5,7,1,1,5,1,LG Electronics
3062,Microwave,2,6,0,4,3,0,Sharp
3063,Security System,7,2,0,3,10,0,Godrej Security Solutions
3064,Smart Speaker,5,4,0,4,31,0,Ultimate Ears
3065,Fan,5,5,0,1,11,0,Anchor Electricals
3066,Lights,1,4,1,1,17,1,Eveready
3067,Thermostat,5,2,1,3,40,1,Emerson
3068,Induction,1,9,1,4,41,0,Bosch
3069,Fan,1,8,1,2,8,0,Superfan
3070,Thermostat,4,5,1,2,52,1,Schneider Electric
3071,Microwave,3,7,0,4,2,0,Haier
3072,Air Conditioner,5,9,0,2,4,0,Carrier
3073,Thermostat,1,1,1,4,16,1,Ecobee
3074,Fan,4,3,0,4,41,0,Gorilla
3075,Vacuum Cleaner,2,5,0,1,58,0,Dyson
3076,Thermostat,8,8,0,0,41,0,Johnson Controls
3077,Fridge,5,0,0,1,21,0,Siemens
3078,Lights,6,10,0,2,5,0,GE Lighting
3079,Smart Speaker,3,5,0,0,58,0,Sonos
3080,Fridge,1,4,1,4,35,1,Siemens
3081,Security System,8,3,0,2,14,0,Matrix Comsec
3082,Thermostat,2,2,0,3,15,0,Tado
3083,Washing Machine,3,8,1,2,6,1,Siemens
3084,Vacuum Cleaner,5,10,1,0,16,1,Kenmore
3086,Induction,7,10,0,4,31,0,Miele
3087,Air Conditioner,4,8,1,3,42,0,Samsung
3088,Vacuum Cleaner,2,5,0,4,46,0,iRobot
3089,Induction,1,7,1,3,12,0,Samsung
3090,Washing Machine,1,4,0,3,41,0,LG Electronics
3091,Air Conditioner,7,6,0,4,55,0,Gree
3092,Lights,6,1,1,2,19,1,Bajaj Electricals
3093,Fridge,2,7,0,1,12,0,Samsung
3094,Fridge,1,1,0,3,45,0,Siemens
3095,Smart Speaker,6,8,0,0,55,0,Harman Kardon
3096,Vacuum Cleaner,5,8,0,4,13,0,Bissell
3097,Vacuum Cleaner,3,2,1,2,49,1,Black+Decker
3098,Smart Speaker,3,3,1,3,2,1,Amazon Echo
3099,Camera,2,5,1,2,20,1,Panasonic
3100,Thermostat,5,6,0,4,55,0,Honeywell
3101,Vacuum Cleaner,8,3,1,0,31,1,Black+Decker
3102,Fridge,2,6,1,3,9,0,Godrej Appliances
3103,Fan,5,3,0,3,21,0,Crompton Greaves
3104,Vacuum Cleaner,3,1,1,2,8,1,Miele
3105,Induction,4,0,1,4,39,1,Bosch
3106,Induction,2,1,1,1,37,0,Kenmore
3107,Security System,7,8,0,3,29,0,Secureye
3108,Microwave,4,10,1,0,19,1,Sharp
3109,Dishwasher,4,4,1,3,35,1,Fisher & Paykel
3110,Air Conditioner,3,5,1,3,45,0,Trane
3111,Fridge,2,2,0,1,38,0,Whirlpool
3112,Microwave,1,6,0,1,26,0,Panasonic
3113,Fridge,6,2,1,4,11,1,Panasonic
3114,Washing Machine,2,6,1,3,36,0,Voltas Beko
3115,Washing Machine,6,9,1,3,35,1,Samsung
3116,Air Conditioner,3,2,0,2,4,0,Carrier
3117,Air Conditioner,3,8,0,2,3,0,Panasonic
3118,Camera,4,0,1,0,45,1,Olympus
3119,Induction,3,4,1,0,47,1,Fisher & Paykel
3120,Security System,1,1,0,2,12,0,Zicom
3121,Fridge,3,4,0,0,32,0,Voltas Beko
3122,Thermostat,5,2,1,3,47,1,Johnson Controls
3123,Camera,5,4,0,1,26,0,Sony
3124,Microwave,2,4,1,3,43,0,Samsung
3125,Security System,4,3,1,2,43,1,Godrej Security Solutions
3126,Camera,2,7,0,4,13,0,Panasonic
3127,Vacuum Cleaner,2,9,1,4,44,0,Miele
3129,Camera,7,2,1,3,29,1,Olympus
3130,Fridge,2,3,1,0,55,1,Hitachi
3131,Vacuum Cleaner,2,9,1,0,52,0,Dyson
3132,Security System,2,6,1,4,51,0,Top Notch Infotronix
3133,Smart Speaker,1,5,1,2,19,1,Bose
3134,Lights,5,2,0,2,59,0,Wipro Lighting
3135,Vacuum Cleaner,1,5,0,1,35,0,Eureka
3136,Microwave,1,3,1,4,48,0,Samsung
3137,Camera,5,9,0,2,41,0,Canon
3138,Fridge,3,9,1,1,59,0,Whirlpool
3139,Security System,6,1,1,0,27,1,Zicom
3140,Fan,5,5,0,4,46,0,Anchor Electricals
3141,Washing Machine,2,2,1,4,31,1,LG Electronics
3142,Camera,5,4,1,2,3,1,Panasonic
3143,Security System,1,9,0,2,35,0,Zicom
3144,Washing Machine,4,5,0,3,24,0,IFB
3145,Induction,4,3,0,0,52,0,GE Appliances
3146,Microwave,2,2,0,0,7,0,IFB
3147,Fridge,5,8,0,1,51,0,Voltas Beko
3148,Induction,7,6,0,1,56,0,Miele
3149,Vacuum Cleaner,8,5,1,3,35,1,Miele
3150,Lights,5,2,0,0,21,1,Eveready
3151,Lights,3,3,0,1,1,0,Osram
3152,Induction,2,10,1,0,44,0,Whirlpool
3153,Microwave,2,5,1,0,53,0,GE Appliances
3154,Induction,4,4,0,1,6,0,GE Appliances
3155,Smart Speaker,3,5,1,2,39,0,Bowers & Wilkins
3156,Dishwasher,7,8,1,2,34,1,Fisher & Paykel
3157,Smart Speaker,3,3,1,1,18,1,Ultimate Ears
3158,Microwave,3,2,1,3,25,1,Whirlpool
3159,Washing Machine,3,6,1,4,15,1,Bosch
3160,Security System,7,7,1,0,47,1,eSSL Security
3161,Thermostat,5,7,1,4,32,1,Schneider Electric
3162,Camera,5,9,0,1,42,0,Olympus
3163,Smart Speaker,3,4,1,0,49,1,Harman Kardon
3164,Camera,7,1,0,4,50,0,Olympus
3166,Microwave,7,4,1,3,31,1,Bosch
3167,Vacuum Cleaner,4,6,0,4,29,0,Kenmore
3168,Fridge,3,7,1,3,15,1,Siemens
3169,Dishwasher,4,6,1,2,58,0,Samsung
3170,Thermostat,5,2,0,4,23,0,Lux Products Corporation
3172,Air Conditioner,7,8,1,0,41,1,Fujitsu
3173,Security System,4,6,0,2,11,0,Matrix Comsec
3174,Induction,3,5,0,3,15,0,Electrolux
3175,Dishwasher,1,1,1,3,23,1,LG Electronics
3176,Microwave,4,1,0,2,3,0,GE Appliances
3177,Smart Speaker,4,3,1,1,19,1,Apple HomePod
3178,Fan,3,3,1,1,1,1,Khaitan Electricals
3179,Induction,5,10,0,3,24,0,Frigidaire
3180,Washing Machine,3,8,0,2,49,0,IFB
3181,Dishwasher,8,7,0,2,11,0,KitchenAid
3182,Induction,5,5,0,0,30,0,Frigidaire
3183,Microwave,6,2,1,3,50,1,Sharp
3184,Dishwasher,1,10,0,1,11,0,LG Electronics
3185,Dishwasher,3,4,0,4,39,0,Whirlpool
3186,Air Conditioner,3,1,1,1,1,1,Samsung
3187,Security System,5,5,1,1,12,1,eSSL Security
3188,Lights,7,9,1,4,4,1,GE Lighting
3189,Thermostat,1,9,1,3,25,0,Sensi
3190,Induction,1,0,1,0,8,1,KitchenAid
3191,Smart Speaker,7,9,1,1,15,1,Sonos
3192,Air Conditioner,2,3,1,1,43,0,LG Electronics
3193,Smart Speaker,5,0,1,3,30,1,Google Nest
3194,Thermostat,4,8,1,3,40,0,Schneider Electric
3195,Air Conditioner,7,9,0,2,32,0,Panasonic
3196,Smart Speaker,1,6,0,3,44,0,Apple HomePod
3197,Microwave,1,6,1,3,35,0,LG Electronics
3198,Washing Machine,5,8,0,1,21,0,Whirlpool
3199,Vacuum Cleaner,8,8,1,0,31,1,Electrolux
3200,Fan,3,9,1,1,36,0,Atomberg Technologies
3201,Washing Machine,3,6,1,3,27,1,Siemens
3202,Smart Speaker,5,10,1,2,44,0,Apple HomePod
3203,Lights,7,10,0,0,8,0,GE Lighting
3204,Vacuum Cleaner,7,1,0,2,59,0,Eureka
3205,Induction,8,9,1,4,23,1,Electrolux
3207,Washing Machine,1,4,0,2,42,0,Siemens
3208,Fridge,5,6,1,3,58,0,Bosch
3209,Microwave,7,1,1,3,55,1,GE Appliances
3210,Fridge,2,5,0,3,33,0,Bosch
3211,Fridge,2,9,0,3,13,0,Siemens
3212,Thermostat,6,2,1,3,39,1,Tado
3213,Dishwasher,1,4,1,2,52,0,Bosch
3214,Microwave,3,9,0,4,35,0,Morphy Richards
3215,Fan,4,4,1,3,16,1,Anchor Electricals
3216,Induction,5,4,1,4,12,1,Miele
3217,Vacuum Cleaner,6,4,1,4,31,1,Shark
3218,Thermostat,3,5,0,1,5,0,Emerson
3219,Dishwasher,5,6,0,1,50,0,Electrolux
3220,Lights,5,8,1,0,40,1,Havells
3221,Lights,4,5,0,1,44,0,Bajaj Electricals
3222,Dishwasher,5,8,1,3,25,1,Samsung
3223,Induction,2,5,0,4,21,0,Bosch
3224,Security System,1,3,0,0,3,0,Zicom
3225,Vacuum Cleaner,1,7,0,1,48,0,Electrolux
3226,Fan,2,7,1,2,10,0,Superfan
3227,Washing Machine,4,6,1,0,23,1,Panasonic
3228,Fan,7,1,1,3,17,1,Atomberg Technologies
3229,Fan,6,2,0,4,42,0,Superfan
3230,Fridge,6,3,1,3,35,1,Panasonic
3231,Microwave,3,3,1,3,25,1,Sharp
3232,Induction,3,7,1,2,2,1,Bosch
3233,Microwave,3,0,1,2,27,1,GE Appliances
3234,Washing Machine,2,8,0,4,46,0,Bosch
3235,Security System,1,3,1,1,9,1,eSSL Security
3236,Smart Speaker,5,3,1,3,59,1,Google Nest
3237,Lights,8,5,0,1,49,0,Surya Roshni
3238,Fridge,1,2,1,4,4,1,Panasonic
3239,Security System,1,9,0,3,26,0,Larsen & Toubro (L&T) Technology Services
3240,Camera,6,1,0,1,32,0,Olympus
3241,Washing Machine,2,4,0,3,29,0,Siemens
3242,Induction,7,9,1,2,22,1,Samsung
3243,Fridge,6,6,0,2,47,0,Whirlpool
3244,Dishwasher,8,3,0,0,13,1,Bosch
3245,Microwave,3,4,0,4,23,0,Morphy Richards
3246,Dishwasher,5,7,1,1,31,1,Miele
3247,Induction,4,10,0,3,51,0,KitchenAid
3248,Fan,5,9,0,0,41,0,Bajaj Electricals
3249,Lights,4,3,0,4,36,0,Philips
3250,Security System,2,10,1,4,53,0,Godrej Security Solutions
3251,Induction,4,0,0,4,40,0,KitchenAid
3252,Lights,4,0,0,1,31,0,Havells
3253,Security System,7,8,1,2,15,1,Top Notch Infotronix
3254,Microwave,6,2,1,0,14,1,Sharp
3255,Fridge,5,1,1,1,35,1,Whirlpool
3256,Thermostat,1,2,0,3,24,0,Nest Labs
3257,Microwave,6,4,0,1,30,0,IFB
3258,Camera,4,7,0,3,30,0,Leica
3259,Fan,7,6,0,3,27,0,Khaitan Electricals
3260,Smart Speaker,7,2,1,4,49,1,Apple HomePod
3261,Smart Speaker,1,5,0,1,40,0,Harman Kardon
3262,Lights,7,9,1,2,14,1,Bajaj Electricals
3264,Vacuum Cleaner,3,3,0,4,47,0,Dyson
3265,Fridge,4,10,0,2,11,0,Godrej Appliances
3266,Induction,1,7,1,1,59,0,Whirlpool
3267,Lights,6,1,1,2,47,1,Philips
3269,Lights,1,2,1,3,26,1,Havells
3270,Thermostat,5,7,0,0,56,0,Tado
3271,Fridge,6,2,0,0,54,0,LG Electronics
3272,Dishwasher,7,5,0,3,21,0,KitchenAid
3273,Lights,6,1,0,2,9,0,Wipro Lighting
3274,Induction,5,9,0,1,54,0,Samsung
3275,Security System,3,4,1,0,47,1,Zicom
3277,Fridge,1,9,0,3,44,0,Bosch
3278,Microwave,4,0,0,2,6,0,GE Appliances
3279,Fan,5,5,0,1,1,0,Atomberg Technologies
3280,Vacuum Cleaner,3,0,0,2,22,0,Kenmore
3281,Lights,6,9,1,0,51,1,Bajaj Electricals
3282,Dishwasher,4,5,0,1,54,0,Electrolux
3283,Washing Machine,1,1,0,4,13,0,Panasonic
3284,Dishwasher,2,1,0,0,38,0,Whirlpool
3285,Induction,7,4,0,2,49,0,Whirlpool
3286,Fridge,6,9,1,3,45,0,Bosch
3287,Lights,7,7,0,4,41,0,Wipro Lighting
3288,Induction,1,9,1,1,40,0,Frigidaire
3289,Washing Machine,8,4,1,0,31,1,IFB
3290,Dishwasher,2,1,0,1,15,0,Fisher & Paykel
3292,Camera,8,0,0,4,2,0,Pentax
3293,Dishwasher,2,9,0,4,53,0,Electrolux
3294,Fan,5,4,0,4,31,0,Khaitan Electricals
3295,Camera,2,0,1,4,26,1,Sony
3296,Thermostat,5,7,1,3,2,1,Schneider Electric
3297,Fan,7,10,1,2,11,1,Usha
3298,Induction,3,10,1,4,33,1,Whirlpool
3299,Camera,5,2,1,0,18,1,Samsung
3300,Camera,2,2,0,1,21,0,GoPro
3301,Lights,5,6,0,4,59,0,Osram
3302,Air Conditioner,3,6,1,0,31,1,Panasonic
3303,Dishwasher,2,7,0,3,26,0,LG Electronics
3304,Dishwasher,3,2,0,0,30,0,Electrolux
3305,Fridge,2,10,1,0,39,0,Panasonic
3306,Washing Machine,7,6,1,3,21,1,Siemens
3307,Vacuum Cleaner,3,8,1,3,49,0,iRobot
3308,Fridge,2,5,0,1,16,0,Godrej Appliances
3309,Washing Machine,4,4,1,4,7,1,Haier
3310,Smart Speaker,3,10,1,0,22,1,Ultimate Ears
3311,Microwave,6,6,0,2,7,0,Morphy Richards
3312,Thermostat,8,9,0,2,2,0,Emerson
3313,Air Conditioner,4,10,1,1,37,0,Haier
3314,Smart Speaker,7,7,0,2,14,0,Bose
3315,Lights,5,6,1,1,8,1,GE Lighting
3316,Fridge,1,0,0,4,29,0,Hitachi
3317,Air Conditioner,6,0,1,1,44,1,Panasonic
3318,Thermostat,4,2,0,3,7,0,Johnson Controls
3319,Security System,5,2,0,3,38,0,Larsen & Toubro (L&T) Technology Services
3320,Lights,7,3,0,3,45,0,Bajaj Electricals
3321,Camera,4,3,1,3,22,1,Canon
3322,Camera,7,4,1,3,44,1,Panasonic
3323,Air Conditioner,6,4,1,3,17,1,Panasonic
3324,Fridge,4,1,0,3,16,0,LG Electronics
3325,Washing Machine,5,1,0,3,33,0,Samsung
3326,Smart Speaker,3,7,0,3,39,0,Bowers & Wilkins
3327,Induction,8,5,1,4,35,1,Bosch
3328,Fridge,5,4,0,3,38,0,Godrej Appliances
3329,Microwave,1,6,1,1,32,0,Bosch
3330,Smart Speaker,3,8,1,4,53,0,JBL
3331,Fridge,5,4,1,2,3,1,Bosch
3332,Thermostat,1,6,1,0,54,0,Siemens
3334,Vacuum Cleaner,4,8,0,3,8,0,Kenmore
3335,Fridge,3,4,0,4,46,0,Bosch
3336,Camera,4,6,0,0,31,0,Canon
3337,Vacuum Cleaner,2,2,0,0,55,0,Electrolux
3338,Air Conditioner,1,6,0,3,9,0,Panasonic
3339,Security System,6,10,0,3,5,0,Larsen & Toubro (L&T) Technology Services
3340,Security System,4,5,1,1,28,1,eSSL Security
3341,Thermostat,2,9,0,0,15,0,Ecobee
3342,Thermostat,3,4,1,3,49,1,Tado
